Timestamp,Status,Attack Type,MSE
18:32:23,Anomaly,Unknown Anomaly,187.109244
18:32:24,Anomaly,Unknown Anomaly,49.966421
18:32:24,Anomaly,Unknown Anomaly,317.798319
18:32:24,Anomaly,Unknown Anomaly,72.151276
18:32:24,Anomaly,Unknown Anomaly,187.109244
18:32:24,Anomaly,Unknown Anomaly,49.966421
18:32:24,Anomaly,Unknown Anomaly,72.151276
18:32:24,Anomaly,Unknown Anomaly,256.386555
18:32:24,Anomaly,Unknown Anomaly,59.546243
18:32:24,Anomaly,Unknown Anomaly,49.966421
18:32:25,Anomaly,Unknown Anomaly,72.151276
18:32:25,Anomaly,Unknown Anomaly,140.756305
18:32:25,Anomaly,Unknown Anomaly,153.327733
18:32:25,Anomaly,Unknown Anomaly,59.546243
